0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0.3024387767298595,0.8334858860232099,0.5738053326686423,0.5481701780064343,0.011093452972057882,0.17992196572736496,0.1003563990952282,0.3725250233688091,0.02242592990474712,0.4193100464891837,0.05220570658508816,0.22842605335032184,0.34640943118119394,0.3694915609622159,0.3396160900678392,0.5055315207245582,0.31577019173115395,0.7072835457920669,0.007353439424243491,0.6631600101301421,0.6472333508330943,0.6760421362816863,0.7864940564976456,0.4807595544911737,0.4062063135567038,0.0778072681987857,0.05707545972015038
0.07514919781894303,0.6172721059001345,0.043044119320447716,0.2892098160243284,0.9015958264015909,0.8426866528194882,0.7530805423239788,0.9597357105255826,0.226565430014539,0.17076674743593323,0.8075592003622061,0.971269542679492,0.5769873597742364,0.8336247886543705,0.7446157106201959,0.40708530939166077,0.7765100595417549,0.4281229138114224,0.7323555999018413,0.6822856032232482,0.1934194956988452,0.5824398367438463,0.5152414420632035,0.07411497416111723,0.8491617462394507,0.9605577432118307,0.926533659641763
0.9211811033768816,0.6535186176937482,0.8525018074680353,0.056209447582186156,0.9222759158112619,0.19344230088614967,0.5640757203690547,0.4583516493844886,0.6054864722798757,0.3524056434764399,0.8260405375225026,0.2724158829446942,0.0293310434964682,0.015410603440574766,0.4260462295518971,0.8543342378165323,0.5434473732974234,0.7614886921440007,0.6582396510109714,0.5792540445326203,0.2694157024702475,0.2522934618218363,0.8746884821772432,0.6785272779673021,0.32511906493462106,0.16890667244332436,0.08622416181413284
0.2581560849467215,0.490460515382096,0.7130567990256192,0.1461119319028663,0.8409226796536312,0.33247648134072594,0.2346766509907141,0.22017216226240255,0.031777035997391456,0.8467303535564205,0.20915087874616212,0.6177100483748628,0.5136207462619948,0.33402192397693165,0.5313005326496201,0.7934499681148096,0.6798517945286543,0.8809813084691281,0.3787959326243423,0.9819082844954191,0.5291563148124347,0.5636359993483769,0.7823508618675126,0.7000827927307862,0.1675326270414358,0.9604398503871908,0.7019051614257358
0.35730215963691214,0.30994184477605713,0.33363554306665166,0.40713820583558324,0.8037766673892973,0.1389501105328499,0.25974492567708873,0.09118728113837449,0.6239242098567652,0.775825535500941,0.22457679517437545,0.6379713988475526,0.4414323428507294,0.7036381084675669,0.527906393707461,0.015582172051992638,0.4758790279579188,0.4442315991984951,0.35133369482353494,0.9338861728946592,0.18353415432013875,0.9612436734914106,0.5298819071892197,0.33222252269918395,0.22891422942440476,0.3997406236983888,0.3181497948166868
0.46345425327173695,0.4408951446292503,0.7027122782842967,0.9661188638880588,0.04550507930279957,0.8052911268388905,0.3284688367425831,0.6683854696522582,0.6246892034158169,0.24373996497851824,0.003488483070249182,0.7417559566034622,0.35581441164922434,0.3950756044071362,0.16540934276397046,0.5778920313467534,0.23966469317424,0.5475843154132377,0.3460794188578544,0.5819159847931445,0.17115097013163216,0.3816379899022042,0.4916293052170889,0.25747850687893825,0.13214921777045885,0.7034813616612349,0.8061181932568835
0.025517094362182524,0.7485464797300294,0.024789267497703937,0.4637496208269376,0.6331778090064433,0.21087051872375895,0.751949904332618,0.9585100658209694,0.5922997880874704,0.9877620386693603,0.41876221002068736,0.6803206716685176,0.7604337708219938,0.23504090351476792,0.690429666567517,0.745100468191545,0.9769169570126185,0.1663052055817329,0.9280437505689196,0.2593525150024333,0.2719045838167067,0.006247945058788562,0.4238525284900454,0.5392476390806266,0.6877067769961368,0.17716235401893832,0.7624158850645278
0.760921782989511,0.6527799262597551,0.9747827545411807,0.21166340536758166,0.2996605970108873,0.06362804808275946,0.3934973729883976,0.08141850191188293,0.8440137624586833,0.3862863493083827,0.7397735019640647,0.8115970022061457,0.4458094316545813,0.6872711041670188,0.017484658833652245,0.8477362283448243,0.5256524873166831,0.42147904638664146,0.28285043256195963,0.18197262119823887,0.37461020053869387,0.42602294063234125,0.7166952278450723,0.45001156534966646,0.5805078268948848,0.5466298467297165,0.644065124370241
0.32917683161923417,0.5559201661033296,0.3305699298295197,0.11669885533124114,0.10428528613804122,0.2810043375214102,0.7339005223314647,0.53847247958117,0.39339049263330794,0.6442750285808608,0.34839786317750776,0.6602456250893242,0.4562618665012046,0.10276808409455396,0.11306666386181652,0.5816752798307144,0.9222137445231727,0.1365786102544828,0.7984672180222852,0.661903304320663,0.9648747031383813,0.35392025956824835,0.822389774479802,0.8521055659509511,0.1793493221495308,0.8464328038565458,0.9025300008292314
0.8053544116785815,0.24029159230777852,0.8671807799324919,0.20106729273087276,0.7267736003621111,0.808786527928683,0.10864346220416721,0.2807027821680036,0.7471618084171182,0.6270060359984768,0.35357070169885674,0.09074146315513054,0.37014033230934285,0.5179456093567066,0.35708842948958663,0.10137725138514841,0.6517675708893315,0.05847437682936274,0.7833149224765645,0.3893453519694676,0.047705712675494505,0.07134477914562398,0.3533891401164436,0.5061231945838105,0.49848937547023275,0.0007053980346489741,0.035522847878327046
0.395137294786455,0.9787006116446063,0.15089715777614732,0.9200018400089163,0.5621920936383549,0.31368928174582045,0.19016012643534452,0.23943172006851432,0.8800769365791223,0.5381065959176656,0.5430925821595933,0.7765434094375598,0.43772158808183337,0.850362744971895,0.42658696178079136,0.35647761635617803,0.10213289307850948,0.796471502735973,0.1941517247182184,0.0010386016911461127,0.4218667890483747,0.9577187313070061,0.7168337261288766,0.22274986948935926,0.01937050604718693,0.6559851641335729,0.7974089232071612
0.7693746899693232,0.15575028565460458,0.3411263608545988,0.689979823647031,0.4470012906338008,0.16005322475640205,0.18356291576669337,0.374265023386709,0.5339311397282476,0.2937599956477537,0.15166692903026469,0.5366488169046407,0.30370731734753986,0.11258069400543125,0.6235547391708619,0.5539680914264402,0.3200609249301397,0.04261049241663262,0.6803164166961004,0.7807768618346896,0.11204462395849712,0.6530128590900077,0.7476380348661498,0.27973596718534377,0.1806650220642173,0.24249096911637824,0.43646036597734683
0.5584474950259025,0.7364436624950534,0.025125478968220705,0.8224191774035989,0.8015168122560286,0.7688278828875076,0.9908889248164735,0.7426348900708439,0.8698735258578595,0.21979138044327473,0.39181651339941803,0.29964138972689347,0.07752245989874029,0.2645188281559472,0.7019752681291703,0.9840842506205792,0.3835789233581097,0.24744595021651405,0.2992216862768857,0.5787253205394169,0.3164876768060382,0.8772020270279792,0.04150089237490029,0.6942407637448099,0.41496726982616805,0.7952258447023423,0.08490884928638054
0.8801331599140461,0.5790165244250534,0.7859638228068933,0.011206754479191394,0.19528032806329032,0.631555101755937,0.6875152039522356,0.2996899711349059,0.9230328748577697,0.03317097605877861,0.4952614972902375,0.49814309495596976,0.9305215208824219,0.6740758424500007,0.3482502654486429,0.6123471360017165,0.6297100538888708,0.7409136894550551,0.7317259924184902,0.5916657764812687,0.3539144165341166,0.22761972478915038,0.27556940502959526,0.7095620806590685,0.09580039027383525,0.9114127160209484,0.2741042223922663
0.7307644889672521,0.31037105224524597,0.758554239052274,0.2934662177039896,0.4393246561083377,0.6515583732774982,0.4701006107602881,0.5670539215946138,0.7333601854084435,0.24395804890604234,0.4233796218567537,0.9501114163782695,0.02505981811039215,0.6071456007777186,0.4012596164690041,0.7786203345799771,0.4937306772229917,0.02474868810741837,0.29615012706370103,0.37213579066979063,0.015214222767158558,0.9421925070389023,0.7755329029023599,0.9391729826417881,0.9886992070164087,0.21873555672925216,0.9030184020885667
0.6677602336537055,0.4728337577234081,0.9990753493926892,0.5821934364425703,0.7605800460272824,0.7505520689178702,0.6727650254232923,0.11211698101919143,0.5038049107349358,0.3789225906823295,0.5359944842680946,0.3198132336046502,0.9400509849766144,0.5316599757248291,0.5224167958463348,0.5431909677878191,0.9512199575472879,0.07102325510253071,0.8130803217991763,0.9460891171902738,0.5243630530302664,0.2738041812781543,0.7661722595609434,0.3595157580260129,0.6610233549718844,0.8531003281089762,0.836035637173991
0.9757577312056346,0.5887250882266354,0.658287149149655,0.5135192616226308,0.8276487614470128,0.1133170026127186,0.4792367255447647,0.3782376277938182,0.6041416720893334,0.5104424819904342,0.25683223124298726,0.5934884715659546,0.9005772828104741,0.23685110969838685,0.4285864322355337,0.8039479301660252,0.7144537845763058,0.9657127372335427,0.9773381809701231,0.1599598081353083,0.048109205852522985,0.7591756545338427,0.8754438884536646,0.8788587824411157,0.7539469097125181,0.7616258713274234,0.9780031189858446
0.41771396949117956,0.1686506478621843,0.6412901278191331,0.6525171297287417,0.05171922359853676,0.6639254740619229,0.8085017062062836,0.04158226624504535,0.5877875909636261,0.5671005586657991,0.4752855640010111,0.8534277935606184,0.5455676028033173,0.2906797287177144,0.2473801923145459,0.9469871933489641,0.8201809675969117,0.1384219878977846,0.8084740755049054,0.26821924255663254,0.38675803752287874,0.2317679567277351,0.6528200371791127,0.6195010711473742,0.41885226139109766,0.7547214621888396,0.27223634926422835
0.6076633879961482,0.5181843261023387,0.960329418017571,0.5502960359674007,0.5121360162634885,0.6832257825107517,0.5292563855500926,0.9055943040264474,0.7173949853072584,0.7682106007591806,0.9845424976337164,0.14964606667595515,0.30818754652812963,0.1243089600109839,0.140876716134823,0.914498020126752,0.03693599512403645,0.05021468258684625,0.756048324661335,0.604819047075091,0.7453735820839009,0.45028289140345334,0.38844876757504987,0.07469066587907391,0.4747129104870942,0.1784271727952681,0.17575714975220336
0.09026102811772208,0.7089520768150736,0.9440843792892575,0.3105247323697494,0.007676097512914204,0.16961089704831167,0.7987322364520366,0.8147380154970792,0.8338898250558361,0.35772583377472145,0.29487047958510826,0.09186508398692173,0.8826654193315929,0.8492298790556361,0.07376067654576457,0.08530293556326884,0.3847014707290989,0.31776459136689583,0.5627574208045244,0.916084087089306,0.9840016183704402,0.04671687949574377,0.5962990834168179,0.07998526017147556,0.9934716594111678,0.37492788776409136,0.3795501401668028
0.7956217805231299,0.31043599377579756,0.06415264741199789,0.12136952965339654,0.7104942654652084,0.24966552642463768,0.8235814417013382,0.754233895211807,0.56939771477256,0.844792464417045,0.30441113047763335,0.22250667138267566,0.6060469282669817,0.047873583451751966,0.31815420723107046,0.8396393028876514,0.10794437105642363,0.653523713147354,0.5520867188124338,0.963824807967713,0.8523637860995705,0.15750409297449341,0.9141704925498905,0.014354227705388856,0.8845890589194155,0.45796006983647053,0.5991800646315308
0.3327393380327248,0.1268493320886097,0.8031085629085118,0.08586177269135775,0.5686049747062879,0.8504667304737203,0.20891941044661955,0.9381151291573685,0.4369172361716064,0.005109969091455779,0.329162731054364,0.00752601007259035,0.6030432463732279,0.9443594667079237,0.5054938184838127,0.2748098125869518,0.37268359730131806,0.368431621803207,0.6388979081322086,0.5519631674785221,0.9105143822594913,0.7538310039327233,0.884108524029703,0.9354337194246255,0.5879941422798936,0.6329872368040936,0.15828501472331036
0.1784266572657729,0.21268888668515507,0.48913746881363185,0.4888154056089923,0.7760704016931878,0.9482289688000324,0.22939635541973413,0.3826350914483657,0.566070605048256,0.5651974671243968,0.1392843857414836,0.5657888349435379,0.04369094605785662,0.9289893520763214,0.31624329614488245,0.5132582635254057,0.3464477270918782,0.14034918125360396,0.9608878959666052,0.18950697368191716,0.9445586884545605,0.030308488945253176,0.6942310100493391,0.8563853329103606,0.4707163026822365,0.24108617105960528,0.20516043849628607
