0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0.9544314465830479,0.9824551618528913,0.40905131012165863,0.6521346643255037,0.620799246225349,0.6565857660059561,0.05754485650230001,0.5326305736402709,0.35643384408541756,0.5973806122671879,0.530499025002336,0.6701394777937242,0.7738687600589251,0.3630689184753275,0.9668249480896042,0.30680135599639113,0.32810015846942686,0.5405146897517598,0.9110796990479405,0.8682135479264266,0.23916493997553356,0.32878712298205626,0.05035367840249272,0.19275141197986911,0.482947707648671,0.43452653156375376,0.7351950154163194,0.4522233229393533,0.011631315556713262,0.9541776307054394,0.20077417536101683,0.7932130590356973,0.30621142341689556,0.08406009972200823,0.24152604577750292,0.6590204576134707,0.1547859448347314,0.07743389548039992,0.7732737746536125
0.24367379200731654,0.6966333199510449,0.2602732877206343,0.6834210919705463,0.3141208822794699,0.9657163624107593,0.14024991520085095,0.8654146689976381,0.7263107271527229,0.16168310397195584,0.9286691453080601,0.7638459798257579,0.27227250197517383,0.10930963196675303,0.5974977038653719,0.552055289737314,0.22083465456751572,0.21186479016295812,0.24236463067433167,0.9372284111971003,0.7928238970951274,0.060757842144815055,0.6027181151317648,0.03805793744386987,0.717005403243562,0.4689395521070028,0.9767623241875385,0.6200642222979083,0.47124619838065873,0.7371009832993098,0.16353467715333614,0.3925165127698087,0.3091312538659695,0.14745687772933924,0.2818198358856534,0.34469720665340176,0.6006840868241725,0.7553576790755405,0.41712974422525595
0.6149285652905733,0.2808348548422286,0.41649101001500033,0.7196206811193401,0.7323661196651424,0.068046220329117,0.2529716000142168,0.3950781118854625,0.12480689922688015,0.07669498569773325,0.7298585966373583,0.04322439931886857,0.9272883451564039,0.22652477605177923,0.6772743195254916,0.4785211531788991,0.7188042084217843,0.32768127031079175,0.32603632043847197,0.4150414102020942,0.46192741329750475,0.33229360115896134,0.1871476569869599,0.891255331394446,0.0710926704855771,0.2384403993804285,0.5450806441943228,0.4736355406851186,0.9092631929058675,0.048464825816318946,0.12253158917176998,0.05580664595085405,0.18325186278038985,0.7396811683657983,0.7588217600573637,0.016396971026489515,0.7047287919688748,0.42690773437694196,0.046826971531820916
0.900176994116911,0.009323975490220682,0.23416988025833885,0.42243941253665085,0.7536049194042441,0.7039399444599176,0.448779020138133,0.3196555293386957,0.07728632385665168,0.9492229861308068,0.31145323115757395,0.2326694004923876,0.23883291133266982,0.841118372100517,0.379713426967645,0.7031514279704687,0.055009166321215885,0.23335346613097563,0.32772381803811,0.7755474556843812,0.876090929656443,0.37309667539583713,0.18268090309060236,0.8014748235635591,0.3280879336838042,0.4985036949615972,0.41747827349750055,0.8463299300265438,0.08003544531260609,0.39373862450327834,0.1204255474592082,0.6983923205169722,0.3009534402933064,0.2804659234908248,0.6056313680615265,0.9001661150838111,0.7790971424562348,0.2493600738282602,0.569646693257634
0.187650455252936,0.5487313381414282,0.76633904887617,0.2569653055324611,0.5085647864024695,0.9927142459410531,0.14140735144253913,0.1871992881014296,0.7712722664902686,0.4763895015267897,0.36296761385747245,0.3995826724844256,0.5620042249609746,0.5461516534336286,0.468167809993304,0.4063325761713017,0.9614903544202121,0.2014188902322802,0.2054200770765301,0.5111255075144527,0.021016739359667413,0.23425510229994906,0.7875776362754994,0.38458305419956174,0.2935705285014988,0.3287975653386028,0.2547763892467405,0.7309465135683035,0.23636407219598177,0.39804331791711745,0.9205336235071845,0.20904995915009883,0.20931195272131586,0.28293166737695186,0.12733096502544505,0.7509242924094988,0.4913849018673714,0.3977851200891861,0.19977598141601471
0.2771119003345103,0.04631730880708196,0.39672537192771695,0.46885801317808873,0.39021434181075554,0.9362995048201654,0.4745295417228377,0.3964150513499701,0.5093253521188721,0.6680030228936007,0.503739845269973,0.6413666251857648,0.6566261989828371,0.9269690492888623,0.9907955761089753,0.8222628572556255,0.7556668021860622,0.7938207852858209,0.9063298820308209,0.20309932797089514,0.06514687513201067,0.3313231096189313,0.1917739601941849,0.333625526188872,0.20151168833843114,0.2732356556307103,0.31412055637383507,0.7840605964900745,0.558995037680433,0.8017869822259238,0.8553691480583882,0.9888985173113625,0.18300252044147014,0.075067185942993,0.36163224487005385,0.6607634525293822,0.15022018007413995,0.18825526006121107,0.2550943024675486
0.23024320570413614,0.25892735522660115,0.2127495552680887,0.35086082336366564,0.8508046972278015,0.5637776639019019,0.9463863960977699,0.4947926460637144,0.07892207352623715,0.04558269405165294,0.7964133159007195,0.47294156102028484,0.9159283263624075,0.6385698894961174,0.42688449760670044,0.405813732028665,0.37018544222854444,0.745516459115279,0.49297664995163104,0.0998451475882689,0.6229922345497562,0.6752241790467179,0.805200203759236,0.1629278966955401,0.06449544436691357,0.11193775036936648,0.5719595528796667,0.4847499335801616,0.9784960249917682,0.8905347141834212,0.19245603697682778,0.11494414363388905,0.021590137298779122,0.8030403257319262,0.6006900072210131,0.4236332595285658,0.002287736474537727,0.6920676504992586,0.07857321218463575
0.4816305930790974,0.3456455442821029,0.11845602886618423,0.6343436067673808,0.31538572592318304,0.1763538635941263,0.6935511999950152,0.3046847429443914,0.9364697626648848,0.17257262293007114,0.29972028485862523,0.7640043139431654,0.43254288409767816,0.7208868871468908,0.8602534289811402,0.9764624558029963,0.4097168356137991,0.3161762545163641,0.2350778927701933,0.37979640017626726,0.7141738114060598,0.6053638750277567,0.42343896463492714,0.33316990083057396,0.2745368645281504,0.856370085543847,0.3415956838640105,0.5462441873903198,0.5541336329891011,0.20366718325026667,0.2512990200041356,0.7799434727041114,0.8533064708217435,0.31042851048232234,0.7770866676899184,0.5794793519837865,0.7311655200965553,0.8762838494873195,0.007477718731664584
0.803725665152782,0.4990943178958559,0.2618873683577052,0.9914087404054207,0.19003020612418098,0.7406583128078167,0.6506427785430972,0.5830973803157926,0.8957869173746154,0.6670376214421831,0.9245338474844387,0.11265458685521668,0.9888228109976491,0.6583288370416381,0.9440983242300066,0.6819842336975841,0.45747958421414237,0.19077366018211472,0.5814694873356272,0.5914600436996752,0.53776564042922,0.36370544151834316,0.9226031031756841,0.8978965900324652,0.609057170454429,0.005056366393328959,0.9050612357930106,0.5306429736948628,0.8628731839523475,0.04987510225750802,0.7178362816508922,0.998855930870359,0.007172124969992311,0.5825382076166837,0.3847025686348934,0.14432249935044583,0.3037814621703787,0.2545884629813897,0.6718743406514232
0.32379329012809,0.12156698726167492,0.2189420988038182,0.7033602350344126,0.8310667606442766,0.825913703694284,0.1310039576478721,0.13183362734840454,0.35668115814841805,0.03335276425066813,0.10329613391527515,0.5804366713919155,0.9860463161061538,0.8782858377829805,0.765267582338621,0.3060451510184563,0.6637844830009813,0.9777986706090459,0.9028261360870636,0.6244046316415373,0.13622820504222288,0.8121281913126842,0.16390275836371904,0.3987437091479701,0.3190691107717757,0.13651340300072867,0.41423847279278103,0.4699827765003508,0.1506713587856181,0.19491516095418926,0.2615199893781863,0.040530124613546104,0.30899051060386584,0.3700049540842594,0.11236371981942717,0.7491882003040449,0.4448886797679805,0.0850306047420678,0.1973515296177254
