ax,ay,az,gx,gy,gz
0.11211371669758197,-0.5416959025182564,1.6501083247001926,0.08741738423853823,-0.009387945119285313,-0.0007487384887290838
0.2616499876990951,-0.8785072892318115,1.6201366815824914,-0.03843249870281645,-0.1322440087994417,0.13282645123391812
1.0749546376185544,-0.9399996630634941,2.3970622464644085,-0.05030596808719831,0.19574889634370246,0.18478535027134213
0.9905172328718068,0.9767965003353707,1.581518528152027,0.16700525109424935,0.16902572446331376,-0.15472889716431096
1.3563586280617415,-0.3310260997809502,1.541695220385395,0.13678334011178522,-0.07767851656259923,0.0550447074789297
1.8117197176256368,-0.7869455866751673,1.9922712116064298,-0.12092104876951267,-0.16242667644292597,0.0561186496067731
2.688995064174306,-0.7900794259677044,1.5050325666455837,0.10253538383296745,-0.02750729085374798,0.16905696450398522
3.1506954429035576,-0.46458073629445984,1.2431724616261395,-0.17803405501439862,-0.024761693169044113,-0.044326296701518414
3.2717809572126715,-0.8464205638920175,1.6555576412175537,0.11415967595708076,0.1961143341433415,-0.1954430639911029
3.6358403165831676,-0.6590694431489363,1.0816509237438465,-0.1948061995619242,0.0428163467289569,0.1278017383417851
4.212061866328335,0.7664797985302996,1.536431833211402,-0.009999573297883924,-0.08279413902076081,0.017127858489196818
3.7485701560965037,0.902196281966769,1.3403803632015623,0.15875119769332796,0.06577077897225048,-0.07564891668389238
3.7979445532091423,0.36976938761008693,0.658259489748354,-0.005951446328476523,0.10184053823216377,-0.03118996320903214
4.440258010880811,-0.1873233957255589,1.3958842146267614,-0.14804474325731803,-0.1301938368427419,0.004311944186838529
4.576107492762918,-0.3279177336672363,0.836922524232181,0.02225140752617666,0.1672914183406562,-0.1757784218503714
4.530165184960077,-0.8044055302681727,0.5654438808543745,0.059955732615675994,0.04991807661910644,-0.14006831108827675
4.895399130473951,-0.16726833297565902,0.9195119716667921,0.15172406126575583,0.006565067486484832,0.03888193913092733
5.444079696308553,0.6182148524739832,0.6277496082118982,0.13745713030590945,0.05656674249182336,-0.15923617757383754
5.028845979959861,-0.007971932098461254,0.5351484724248053,0.03843268253493895,0.05867559000892719,0.050679176074670984
5.112077636650757,-0.20185444971827704,-0.4561996404187601,-0.045065819297897214,0.09623990907235536,0.0688944476948753
4.59345530466414,-0.7681334982697121,-0.7122649242325476,0.1954431250308865,-0.02102535159124544,-0.0651783485342167
