0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-2364.0,-16688.0,3964.0,-26438.0,-3365.0,642.0,14704.0,-876.0,13240.0,-13177.0,646.0,26143.0,188.0,8592.0,20508.0,25069.0,1747.0,729.0
-1308.0,-16816.0,2132.0,-28556.0,-5612.0,868.0,13732.0,1368.0,16444.0,-14890.0,-42.0,28689.0,1680.0,6352.0,17332.0,28338.0,2700.0,3360.0
-904.0,-16812.0,1672.0,-30677.0,-4967.0,6.0,11796.0,1932.0,15392.0,-15895.0,694.0,30114.0,3112.0,4800.0,15948.0,29087.0,1402.0,3198.0
-1056.0,-17948.0,628.0,-28801.0,-5705.0,539.0,10140.0,-248.0,12392.0,-17090.0,452.0,27562.0,2920.0,5936.0,13892.0,29997.0,-140.0,5454.0
-1892.0,-16528.0,-864.0,-28097.0,-5629.0,1031.0,11760.0,-2560.0,13804.0,-15582.0,776.0,27501.0,2160.0,7404.0,13844.0,29265.0,-357.0,6013.0
-1660.0,-16252.0,-1476.0,-27432.0,-6613.0,1027.0,11008.0,-3388.0,11976.0,-16092.0,352.0,28081.0,2992.0,7480.0,13332.0,28844.0,-1755.0,7898.0
-1764.0,-15232.0,-1536.0,-27210.0,-7139.0,2021.0,11104.0,-4496.0,11788.0,-14322.0,1040.0,28773.0,2688.0,7372.0,11116.0,29385.0,-1458.0,7379.0
-2592.0,-14288.0,-3368.0,-27734.0,-8884.0,1930.0,12240.0,-6988.0,11832.0,-12395.0,1770.0,29815.0,2544.0,8876.0,14224.0,29907.0,1990.0,8028.0
-2640.0,-13528.0,-4564.0,-31510.0,-11223.0,1412.0,13848.0,-8816.0,12556.0,-12667.0,1839.0,32767.0,2044.0,9708.0,14700.0,32767.0,3442.0,9516.0
-1920.0,-13356.0,-4980.0,-32768.0,-15894.0,1752.0,10248.0,-4944.0,12668.0,-13286.0,3717.0,32767.0,2980.0,9316.0,8972.0,32767.0,425.0,12446.0
-1680.0,-15192.0,-5068.0,-31689.0,-17443.0,4101.0,7572.0,-4812.0,10568.0,-9929.0,5093.0,32767.0,4048.0,9708.0,7408.0,32767.0,109.0,12020.0
-2772.0,-14136.0,-6956.0,-29194.0,-15000.0,4805.0,6284.0,-5748.0,10440.0,-8181.0,5384.0,32767.0,4288.0,9956.0,6076.0,32767.0,2129.0,10928.0
-4516.0,-12896.0,-13044.0,-29069.0,-17516.0,4361.0,6004.0,-8568.0,11224.0,-8527.0,4877.0,32767.0,5264.0,10420.0,7404.0,32501.0,4628.0,12131.0
-5156.0,-10952.0,-8300.0,-28642.0,-17009.0,2389.0,6256.0,-9872.0,8968.0,-9707.0,262.0,32767.0,6364.0,9988.0,7488.0,32767.0,5477.0,14086.0
-4016.0,-12548.0,-8348.0,-27569.0,-20372.0,1327.0,5764.0,-5452.0,11124.0,-9829.0,-3169.0,32767.0,6000.0,9780.0,6500.0,32767.0,7026.0,13894.0
-4476.0,-10148.0,-9600.0,-32137.0,-19597.0,556.0,5436.0,-7744.0,11932.0,-7075.0,-1148.0,32767.0,5404.0,10292.0,5140.0,32767.0,5528.0,15825.0
-3576.0,-11316.0,-9000.0,-32719.0,-16822.0,1108.0,2956.0,-6140.0,10308.0,-5814.0,1051.0,32767.0,5852.0,11180.0,936.0,32767.0,5329.0,16690.0
-5096.0,-9712.0,-8280.0,-26137.0,-17099.0,3132.0,1088.0,-8128.0,7548.0,-1378.0,1987.0,32767.0,7408.0,9832.0,164.0,31048.0,5513.0,14336.0
-6804.0,-6268.0,-9880.0,-25046.0,-15607.0,1903.0,-472.0,-8568.0,8184.0,476.0,-95.0,32767.0,8972.0,9248.0,-84.0,30466.0,7696.0,16512.0
-7100.0,-7576.0,-10028.0,-24403.0,-16805.0,-373.0,-4376.0,-4920.0,9888.0,-4652.0,-4648.0,32767.0,9260.0,10312.0,-3188.0,29319.0,10402.0,14858.0
-6844.0,-10572.0,-9188.0,-25546.0,-16970.0,280.0,-2120.0,-7408.0,11472.0,-3984.0,-4113.0,32767.0,9412.0,12252.0,-2552.0,24968.0,11458.0,14473.0
-7512.0,-10028.0,-9848.0,-22512.0,-14727.0,540.0,-2116.0,-8000.0,10748.0,-1943.0,-2744.0,30995.0,10244.0,11724.0,-88.0,22228.0,11126.0,14672.0
-8032.0,-11024.0,-9700.0,-18681.0,-14518.0,1036.0,-1508.0,-8844.0,12028.0,306.0,-2590.0,29203.0,10032.0,13044.0,-1268.0,18780.0,11117.0,13930.0
-9020.0,-9548.0,-9472.0,-15044.0,-14665.0,1885.0,-2156.0,-9024.0,11700.0,3234.0,-2490.0,26654.0,10832.0,12064.0,-320.0,14373.0,13501.0,14393.0
-8496.0,-7792.0,-9252.0,-12635.0,-13876.0,1078.0,-3164.0,-4128.0,13696.0,3140.0,-2359.0,27322.0,12800.0,9276.0,856.0,13346.0,12374.0,13208.0
-8116.0,-7928.0,-7444.0,-12282.0,-11543.0,929.0,-5020.0,-648.0,14064.0,-889.0,-594.0,22909.0,12876.0,8520.0,-2484.0,12877.0,10450.0,10857.0
-9168.0,-5344.0,-7672.0,-10886.0,-8513.0,1519.0,-3192.0,-6864.0,10344.0,2035.0,-488.0,20113.0,11188.0,8672.0,596.0,10782.0,14987.0,7977.0
-9472.0,-3764.0,-8428.0,-13624.0,-8276.0,986.0,-6004.0,-4760.0,10996.0,1801.0,-853.0,21468.0,13088.0,7620.0,-436.0,11504.0,12962.0,8775.0
-10380.0,-3340.0,-9600.0,-11828.0,-8939.0,-1077.0,-8956.0,-3524.0,11936.0,-46.0,-2203.0,21434.0,14048.0,8944.0,-4352.0,12072.0,15970.0,7437.0
-9560.0,-4472.0,-9948.0,-8505.0,-4581.0,-2705.0,-10504.0,-1816.0,13416.0,-7476.0,-6702.0,18555.0,14356.0,9224.0,-3976.0,11754.0,13689.0,6009.0
-10716.0,-4196.0,-9944.0,-8360.0,-4914.0,-3703.0,-7924.0,-8524.0,9816.0,-3043.0,-2286.0,17618.0,13336.0,9872.0,-3656.0,5830.0,16916.0,381.0
-9604.0,-7392.0,-10776.0,-6486.0,-3504.0,-4825.0,-6852.0,-6740.0,12120.0,-1973.0,-3281.0,15927.0,14576.0,7784.0,-6924.0,6858.0,32767.0,-12384.0
-10428.0,-11072.0,-9260.0,-7129.0,-4063.0,-3027.0,-7048.0,-7480.0,17472.0,-878.0,-4017.0,12028.0,11820.0,15228.0,1996.0,636.0,14571.0,2791.0
-11064.0,-11004.0,-10524.0,-4199.0,-2717.0,-1521.0,-172.0,-11020.0,18100.0,1731.0,463.0,10298.0,11488.0,14312.0,7408.0,-3786.0,16728.0,3656.0
-12268.0,-10876.0,-10660.0,-5021.0,-3837.0,-1480.0,-1944.0,-10392.0,18644.0,-1476.0,-393.0,13742.0,11456.0,15248.0,7472.0,9018.0,8233.0,7801.0
-11712.0,-11800.0,-10288.0,-7042.0,-6734.0,-713.0,-4380.0,-10500.0,15260.0,-1358.0,-442.0,13624.0,12724.0,14384.0,4116.0,11680.0,5235.0,9409.0
-11428.0,-11408.0,-9980.0,-7287.0,-7117.0,-498.0,-6908.0,-8388.0,14388.0,5016.0,472.0,13852.0,13412.0,13984.0,2128.0,15515.0,2690.0,8971.0
-10152.0,-9796.0,-9700.0,-4962.0,-6753.0,944.0,-8716.0,-6860.0,14820.0,6219.0,-370.0,8707.0,13752.0,13628.0,224.0,8696.0,2810.0,7090.0
-11172.0,-7508.0,-10312.0,-1687.0,-4635.0,748.0,-6876.0,-6860.0,14996.0,5584.0,-993.0,7635.0,13164.0,12320.0,736.0,5335.0,4571.0,6666.0
-10408.0,-5876.0,-10096.0,-1504.0,-5960.0,740.0,-5900.0,-6288.0,14760.0,3927.0,-593.0,7439.0,12840.0,11416.0,1836.0,2651.0,5349.0,6483.0
-10756.0,-4920.0,-10124.0,-1424.0,-3794.0,614.0,-6984.0,-6996.0,13096.0,2774.0,517.0,7542.0,13464.0,10440.0,84.0,4073.0,5896.0,6471.0
-10896.0,-4896.0,-10548.0,-2640.0,-4538.0,-1119.0,-8756.0,-6116.0,13148.0,-485.0,-1123.0,9208.0,13764.0,11012.0,228.0,6245.0,7363.0,6227.0
-10052.0,-7780.0,-9384.0,-3350.0,-4992.0,-1626.0,-9648.0,-6056.0,13132.0,-156.0,-3513.0,6895.0,13344.0,12368.0,-1380.0,4187.0,7418.0,5539.0
-10932.0,-8972.0,-8872.0,-1985.0,-4315.0,-1360.0,-5500.0,-5760.0,15348.0,1682.0,-2432.0,4185.0,12360.0,12120.0,1780.0,1031.0,7528.0,4832.0
-10864.0,-8656.0,-7988.0,44.0,-4023.0,-448.0,-5260.0,-6476.0,14176.0,1985.0,-2619.0,3506.0,12728.0,11532.0,2932.0,-1754.0,7473.0,4786.0
-11312.0,-9192.0,-7300.0,-521.0,-4941.0,-485.0,-5796.0,-4460.0,15996.0,1998.0,-2918.0,2938.0,12960.0,10724.0,3092.0,-3952.0,6629.0,4631.0
-11376.0,-7992.0,-5896.0,-777.0,-3970.0,-688.0,-4064.0,-4428.0,14052.0,2721.0,-3424.0,2680.0,12424.0,8764.0,6020.0,-4428.0,6787.0,3608.0
-11068.0,-7188.0,-6280.0,-899.0,-3002.0,-119.0,-4232.0,-2444.0,16048.0,2874.0,-2513.0,2886.0,13480.0,9056.0,4536.0,-1856.0,4381.0,2799.0
-11316.0,-7036.0,-7644.0,-927.0,-1789.0,-409.0,-7152.0,-4728.0,13340.0,885.0,-2942.0,1572.0,13056.0,10276.0,1528.0,849.0,2323.0,2563.0
-11048.0,-6200.0,-8348.0,56.0,-2782.0,-45.0,-6212.0,-3588.0,14860.0,1539.0,-2196.0,71.0,13504.0,9204.0,2744.0,-1652.0,2514.0,1831.0
-10768.0,-5176.0,-7832.0,-253.0,-1168.0,-239.0,-6040.0,-3436.0,14580.0,318.0,-500.0,-544.0,13232.0,9212.0,2276.0,878.0,622.0,1410.0
-10744.0,-5112.0,-7828.0,7.0,-2173.0,-236.0,-5584.0,-3596.0,13360.0,433.0,-520.0,-894.0,12880.0,7896.0,2596.0,749.0,768.0,794.0
-10732.0,-5008.0,-6992.0,-9.0,-361.0,-272.0,-5856.0,-2724.0,13868.0,693.0,180.0,-799.0,13452.0,7768.0,2540.0,4250.0,-1300.0,674.0
-10820.0,-4444.0,-6468.0,-641.0,136.0,-704.0,-6164.0,-3564.0,12692.0,-445.0,-413.0,-290.0,13204.0,7912.0,1912.0,3680.0,68.0,445.0
-10796.0,-5376.0,-6776.0,-951.0,90.0,-822.0,-6792.0,-3276.0,13296.0,-89.0,-754.0,-304.0,13352.0,8692.0,1080.0,2234.0,293.0,-201.0
-10544.0,-5952.0,-8168.0,-877.0,-1422.0,-639.0,-6164.0,-5004.0,13012.0,-170.0,-545.0,-67.0,12428.0,9616.0,2164.0,1080.0,690.0,-565.0
-10940.0,-6352.0,-8672.0,-117.0,1423.0,-575.0,-6644.0,-4892.0,13748.0,794.0,-157.0,-327.0,13044.0,10516.0,1056.0,-16.0,804.0,-490.0
-10688.0,-6256.0,-9112.0,344.0,572.0,-475.0,-6924.0,-6708.0,13716.0,-644.0,-696.0,-368.0,12652.0,11640.0,972.0,238.0,1191.0,-498.0
-11076.0,-6588.0,-9616.0,-126.0,-27.0,-286.0,-5956.0,-6472.0,14888.0,-490.0,-409.0,-232.0,13028.0,11404.0,2236.0,6.0,996.0,-94.0
-11392.0,-6756.0,-10020.0,-152.0,-477.0,80.0,-6212.0,-6000.0,14952.0,-722.0,-218.0,-240.0,13096.0,11176.0,1788.0,-35.0,228.0,-7.0
-11440.0,-6972.0,-9548.0,-149.0,16.0,511.0,-5616.0,-5864.0,14988.0,8.0,107.0,-152.0,12972.0,10952.0,2628.0,-708.0,116.0,198.0
-11672.0,-6684.0,-8216.0,-1040.0,600.0,687.0,-5344.0,-5612.0,15172.0,-1.0,391.0,4.0,13328.0,10556.0,3256.0,-157.0,-196.0,260.0
-11448.0,-7228.0,-7888.0,-69.0,-91.0,1407.0,-5420.0,-4644.0,14656.0,103.0,437.0,-167.0,13268.0,9916.0,2748.0,-671.0,-1166.0,-52.0
-11484.0,-6200.0,-7948.0,82.0,1638.0,1544.0,-5452.0,-3600.0,15712.0,255.0,660.0,-154.0,13948.0,9208.0,3164.0,-115.0,-1707.0,-416.0
-11600.0,-6480.0,-7592.0,-916.0,2244.0,1403.0,-5228.0,-4120.0,13744.0,203.0,762.0,-857.0,13528.0,9000.0,3284.0,-331.0,-1624.0,-958.0
-11508.0,-6060.0,-7428.0,-986.0,3762.0,1449.0,-4832.0,-3632.0,16244.0,1081.0,944.0,-280.0,13952.0,9316.0,3624.0,-1.0,-1701.0,-1489.0
-11632.0,-6968.0,-7752.0,-2476.0,3851.0,1211.0,-4168.0,-4040.0,15816.0,884.0,1866.0,-488.0,13284.0,9508.0,4244.0,1748.0,-1887.0,-1932.0
-11372.0,-7384.0,-7532.0,-2967.0,3841.0,1868.0,-3864.0,-3760.0,16000.0,1449.0,2052.0,151.0,12828.0,9648.0,4724.0,1877.0,-2184.0,-2048.0
-11620.0,-7500.0,-7464.0,-3150.0,5150.0,1952.0,-5136.0,-3424.0,15272.0,29.0,1699.0,156.0,13308.0,9716.0,3620.0,1394.0,-1748.0,-2457.0
-11672.0,-7040.0,-7188.0,-2785.0,6071.0,1840.0,-6356.0,-3792.0,14600.0,686.0,1156.0,-349.0,13092.0,10540.0,1732.0,1912.0,-1888.0,-2109.0
-11308.0,-7228.0,-6876.0,146.0,4892.0,2506.0,-7856.0,-3100.0,13296.0,1078.0,794.0,-2793.0,13744.0,9800.0,240.0,-2432.0,-2010.0,-2759.0
-11376.0,-5828.0,-6432.0,1452.0,5215.0,2804.0,-6628.0,-2208.0,13984.0,2898.0,-929.0,-3876.0,14056.0,7968.0,3148.0,-2561.0,-2641.0,-3194.0
-10820.0,-4832.0,-6828.0,-248.0,4668.0,2584.0,-2924.0,-628.0,15788.0,896.0,-573.0,-3768.0,13012.0,7136.0,5476.0,-3696.0,-2332.0,-4326.0
-10580.0,-4724.0,-7800.0,-1987.0,7486.0,2704.0,-3788.0,-1996.0,17500.0,-430.0,1269.0,-3244.0,13060.0,9192.0,3796.0,-816.0,-2740.0,-5005.0
-11024.0,-5536.0,-9568.0,-2609.0,6695.0,2014.0,-6416.0,-4820.0,14784.0,-3413.0,1769.0,-2683.0,12752.0,10916.0,1292.0,1372.0,-3415.0,-4627.0
-10528.0,-6052.0,-10048.0,-2007.0,6174.0,2099.0,-7112.0,-5524.0,14292.0,-2185.0,1629.0,-2844.0,12760.0,11792.0,476.0,801.0,-3173.0,-4313.0
-10828.0,-5960.0,-10816.0,-1229.0,5791.0,1943.0,-7636.0,-7216.0,12540.0,-2128.0,1146.0,-3559.0,12520.0,12372.0,-216.0,-479.0,-2880.0,-4244.0
-10812.0,-6284.0,-10236.0,-942.0,4162.0,2415.0,-6036.0,-6104.0,13524.0,979.0,-420.0,-2985.0,12252.0,11588.0,768.0,-2153.0,-2178.0,-3990.0
-10544.0,-5000.0,-9388.0,-743.0,5229.0,3019.0,-4824.0,-3488.0,15432.0,1250.0,-183.0,-3498.0,12416.0,10032.0,2444.0,-1479.0,-3138.0,-4708.0
-10192.0,-4368.0,-8728.0,-1846.0,3749.0,3708.0,-3440.0,-3360.0,14584.0,2139.0,334.0,-2715.0,12476.0,9292.0,3560.0,-476.0,-3663.0,-5169.0
-10380.0,-4828.0,-8652.0,-395.0,7142.0,4168.0,-5020.0,-1696.0,16828.0,297.0,2083.0,-3115.0,12516.0,10020.0,2512.0,2562.0,-5110.0,-5929.0
-10376.0,-5148.0,-10052.0,-3829.0,9131.0,3995.0,-4336.0,-5396.0,12436.0,657.0,1505.0,-1955.0,11384.0,10828.0,2756.0,2189.0,-4972.0,-5876.0
-9692.0,-4480.0,-10024.0,-5750.0,9402.0,4194.0,-5916.0,-3240.0,15912.0,-82.0,1126.0,-1288.0,12444.0,10932.0,552.0,3163.0,-4972.0,-5510.0
-9748.0,-3492.0,-10720.0,-4476.0,9197.0,3411.0,-6676.0,-5048.0,13364.0,-2317.0,1244.0,-1018.0,11676.0,11112.0,-744.0,2281.0,-4581.0,-5099.0
-8556.0,-3392.0,-10660.0,-4658.0,7509.0,3383.0,-7208.0,-3360.0,14216.0,-1779.0,2239.0,-1764.0,11884.0,11128.0,-1480.0,2416.0,-4588.0,-4995.0
-8400.0,-3388.0,-11492.0,-2919.0,8939.0,3086.0,-7228.0,-6244.0,11816.0,-4020.0,2429.0,-3333.0,10304.0,11976.0,-2272.0,1497.0,-4287.0,-5233.0
-8036.0,-2868.0,-11852.0,-2032.0,9061.0,3820.0,-7228.0,-5208.0,12788.0,-1939.0,2221.0,-3611.0,11336.0,11560.0,-2236.0,-576.0,-3783.0,-5321.0
-7492.0,-1848.0,-11884.0,-2209.0,9600.0,3315.0,-5848.0,-5356.0,12576.0,-3687.0,1993.0,-3556.0,10836.0,10600.0,-432.0,465.0,-3667.0,-5990.0
-7804.0,-2696.0,-11704.0,-3087.0,9762.0,2874.0,-6216.0,-6600.0,10680.0,-1646.0,419.0,-895.0,10080.0,11528.0,-1244.0,618.0,-2261.0,-5925.0
-6896.0,-2232.0,-11456.0,-3988.0,9816.0,2627.0,-4304.0,-4592.0,13744.0,-1759.0,235.0,364.0,9732.0,10504.0,264.0,-1476.0,92.0,-6575.0
-6788.0,-2884.0,-11040.0,-6338.0,10403.0,3052.0,-2948.0,-6480.0,9760.0,3284.0,7653.0,2442.0,8192.0,10968.0,76.0,2225.0,-1894.0,-6538.0
-5424.0,-2844.0,-11568.0,-7155.0,11964.0,4219.0,-5764.0,-4784.0,11664.0,-1930.0,2790.0,366.0,8616.0,11924.0,-2796.0,1625.0,-1761.0,-7827.0
-5768.0,-2600.0,-12352.0,-6355.0,13096.0,5399.0,-5728.0,-7648.0,9384.0,330.0,2585.0,73.0,7668.0,12156.0,-1648.0,938.0,-1249.0,-8198.0
-4780.0,-2088.0,-12612.0,-5732.0,13111.0,5840.0,-5756.0,-5104.0,12844.0,-17.0,3362.0,-112.0,8244.0,12228.0,-1812.0,2157.0,-1677.0,-8065.0
-5228.0,-1956.0,-13144.0,-4902.0,13958.0,5769.0,-7452.0,-6652.0,10444.0,-158.0,2750.0,-318.0,8504.0,12820.0,-3488.0,936.0,-1296.0,-8150.0
-4804.0,-336.0,-13868.0,-5542.0,12582.0,4911.0,-9640.0,-4720.0,13504.0,-1286.0,4930.0,-1811.0,10252.0,13360.0,-5048.0,-1607.0,1185.0,-7535.0
-4384.0,-1028.0,-14232.0,-3859.0,11150.0,3667.0,-9308.0,-7504.0,10424.0,-4090.0,3499.0,-2759.0,6872.0,14528.0,-5688.0,1205.0,-490.0,-6806.0
-3548.0,-1100.0,-14148.0,-2768.0,11383.0,5621.0,-7492.0,-7900.0,7992.0,978.0,2373.0,-3768.0,7256.0,14160.0,-2988.0,-1917.0,-1528.0,-7630.0
-3228.0,-396.0,-14956.0,-659.0,11956.0,5509.0,-7960.0,-4796.0,12676.0,-3831.0,1544.0,-5366.0,9436.0,13472.0,-3600.0,207.0,-5363.0,-8283.0
-2896.0,808.0,-15012.0,-2029.0,11733.0,4908.0,-4064.0,-8236.0,11548.0,-4459.0,3964.0,-4187.0,5364.0,12512.0,-604.0,1305.0,-3848.0,-8581.0
-2648.0,680.0,-15660.0,-4142.0,12673.0,4972.0,-7280.0,-8456.0,11760.0,-3546.0,4407.0,-1755.0,7168.0,13036.0,-2392.0,7970.0,-6582.0,-6841.0
-1992.0,1860.0,-15600.0,-6061.0,12936.0,3492.0,-8808.0,-6916.0,13232.0,-6611.0,6887.0,-1314.0,7684.0,14132.0,-4820.0,6574.0,-3201.0,-6204.0
-2240.0,880.0,-16240.0,-5898.0,11283.0,2787.0,-12116.0,-8720.0,9868.0,-7002.0,7320.0,-1865.0,8428.0,15796.0,-7732.0,6087.0,-3366.0,-6151.0
-1920.0,-576.0,-15984.0,-3594.0,10521.0,2768.0,-11708.0,-9768.0,9008.0,-6875.0,4949.0,-3894.0,6908.0,16732.0,-7928.0,2619.0,-3792.0,-7253.0
-1444.0,256.0,-15864.0,-1208.0,9958.0,3689.0,-9812.0,-8276.0,11704.0,-5235.0,4678.0,-5223.0,7492.0,14844.0,-5252.0,-1168.0,-2265.0,-7616.0
-408.0,968.0,-15548.0,-1162.0,10211.0,4077.0,-6904.0,-9476.0,9788.0,-5735.0,5872.0,-5490.0,5264.0,14268.0,-4080.0,1740.0,-3970.0,-7828.0
