0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-592.0,-14256.0,9976.0,-11391.0,165.0,5007.0,11160.0,2376.0,21404.0,-11057.0,3761.0,8019.0,10708.0,3392.0,16000.0,10108.0,-13365.0,1655.0
-1208.0,-14412.0,8916.0,-13218.0,176.0,6398.0,10872.0,644.0,19000.0,-13598.0,5000.0,9204.0,9964.0,8204.0,14312.0,13336.0,-16066.0,4996.0
-984.0,-15796.0,9012.0,-15496.0,1027.0,8661.0,12312.0,-460.0,20088.0,-13835.0,6251.0,11518.0,11472.0,4552.0,15936.0,11588.0,-15309.0,5244.0
-2036.0,-15576.0,9092.0,-17637.0,-356.0,10602.0,14456.0,-620.0,22536.0,-17147.0,9122.0,14673.0,11852.0,7108.0,22780.0,14978.0,-21663.0,5576.0
-1272.0,-15604.0,7416.0,-22728.0,-1434.0,12293.0,14336.0,-136.0,22364.0,-20138.0,10695.0,18828.0,11928.0,5056.0,13488.0,18490.0,-23398.0,9031.0
-992.0,-18100.0,6340.0,-25890.0,-1079.0,14412.0,14004.0,-484.0,20760.0,-22748.0,11642.0,20822.0,10124.0,8948.0,11288.0,20657.0,-22937.0,11133.0
-1184.0,-19392.0,5888.0,-24500.0,308.0,16491.0,14424.0,-3104.0,18864.0,-22426.0,14132.0,21572.0,8256.0,12336.0,14916.0,20249.0,-24622.0,15392.0
-2452.0,-19504.0,4924.0,-26217.0,-2923.0,20471.0,17772.0,-7636.0,16744.0,-20599.0,15961.0,25112.0,7432.0,12244.0,8400.0,18961.0,-26177.0,27614.0
-2572.0,-21080.0,3896.0,-27103.0,-3522.0,25694.0,18040.0,-8756.0,17184.0,-17934.0,20493.0,28622.0,7424.0,10072.0,7540.0,20895.0,-26090.0,27955.0
-4756.0,-21608.0,448.0,-23104.0,-4000.0,27763.0,16352.0,-10116.0,12508.0,-14295.0,24828.0,31934.0,4696.0,14800.0,880.0,16442.0,-19954.0,32767.0
-2552.0,-22364.0,2052.0,-20092.0,-5810.0,32526.0,14032.0,-8044.0,11980.0,-10327.0,27857.0,32700.0,9140.0,4960.0,216.0,15692.0,-19573.0,32767.0
-2956.0,-20312.0,736.0,-15508.0,-6737.0,32767.0,10352.0,-7660.0,8960.0,-4395.0,29071.0,32382.0,11032.0,5660.0,1712.0,10200.0,-15675.0,32767.0
-4248.0,-18080.0,1324.0,-13888.0,-4306.0,32767.0,6164.0,-4552.0,11508.0,-118.0,28187.0,32767.0,14052.0,216.0,188.0,6008.0,-12793.0,32767.0
-5100.0,-15200.0,-1024.0,-15119.0,-6431.0,32767.0,3956.0,-2040.0,14720.0,-3534.0,27327.0,30316.0,14708.0,2576.0,10252.0,8029.0,-13919.0,32767.0
-6576.0,-12672.0,-524.0,-18077.0,-9452.0,28780.0,392.0,720.0,13076.0,-4768.0,29494.0,32373.0,17356.0,-9308.0,-1720.0,10217.0,-15808.0,32767.0
-5000.0,-13264.0,-268.0,-13687.0,-7195.0,23728.0,-7556.0,8364.0,13268.0,-13996.0,31705.0,24710.0,16828.0,-2948.0,1240.0,13902.0,-14926.0,29045.0
-6600.0,-10976.0,476.0,-6181.0,1061.0,19168.0,-7888.0,3400.0,8896.0,-14769.0,31419.0,17880.0,17852.0,-10068.0,1364.0,10153.0,-12007.0,24299.0
-7332.0,-9444.0,-1524.0,-13066.0,-4462.0,15757.0,-7628.0,-2012.0,5332.0,-15343.0,23975.0,16440.0,15520.0,-4856.0,4796.0,9914.0,-13217.0,18153.0
-8408.0,-10280.0,112.0,-8823.0,4679.0,12048.0,-5924.0,-3044.0,8488.0,-13833.0,21047.0,16152.0,14292.0,-7740.0,2352.0,10162.0,-15343.0,15451.0
-9180.0,-11388.0,-2492.0,-8810.0,2020.0,10602.0,-7696.0,-3668.0,5976.0,-12732.0,19298.0,14971.0,10904.0,-6172.0,-4032.0,11277.0,-13785.0,13153.0
-8992.0,-9764.0,448.0,-5290.0,459.0,10774.0,-8736.0,-5800.0,3052.0,-12364.0,15769.0,13364.0,10888.0,-1276.0,1352.0,8665.0,-9271.0,13453.0
-8620.0,-11132.0,796.0,-6897.0,-3659.0,9596.0,-8140.0,-5948.0,6348.0,-12564.0,12566.0,13174.0,11276.0,-7412.0,-4284.0,9231.0,-9701.0,14322.0
-10576.0,-9408.0,-656.0,-2076.0,-5378.0,6988.0,-8636.0,-7148.0,4464.0,-10572.0,9531.0,13361.0,10492.0,-4568.0,-728.0,8256.0,-5556.0,13799.0
-11908.0,-9684.0,-1192.0,-1023.0,-4952.0,7965.0,-8232.0,-7048.0,4268.0,-5603.0,8472.0,13979.0,11576.0,-8144.0,-5244.0,6108.0,-2629.0,14811.0
-10120.0,-8916.0,1076.0,920.0,-6378.0,8737.0,-9652.0,-4288.0,5260.0,-1634.0,8106.0,13127.0,10228.0,-6744.0,-1832.0,7305.0,-495.0,15022.0
-10408.0,-5908.0,1552.0,1188.0,-6407.0,8769.0,-9260.0,-2100.0,8712.0,-2049.0,6261.0,12855.0,12108.0,-9452.0,1672.0,9867.0,-3094.0,16016.0
-9948.0,-6704.0,608.0,300.0,-6364.0,7598.0,-11820.0,-204.0,7668.0,-2851.0,4911.0,11478.0,12448.0,-10680.0,-468.0,6157.0,-1202.0,12928.0
-9932.0,-6060.0,1548.0,1004.0,-4428.0,6286.0,-11704.0,-672.0,7632.0,-3878.0,3855.0,9092.0,12920.0,-10740.0,944.0,5937.0,-2104.0,11319.0
-10112.0,-6612.0,836.0,3475.0,-948.0,3166.0,-13488.0,-556.0,7212.0,-4620.0,1343.0,7596.0,13104.0,-11928.0,-2008.0,6949.0,-2513.0,8593.0
-10280.0,-6452.0,548.0,4324.0,2455.0,2019.0,-11952.0,-2732.0,7424.0,-5384.0,-270.0,5377.0,12440.0,-7188.0,1988.0,7139.0,-3675.0,7216.0
-12220.0,-7936.0,1220.0,2699.0,-1497.0,2224.0,-9240.0,-8960.0,7384.0,-6582.0,-2430.0,5933.0,10464.0,-6476.0,-2140.0,8881.0,-2384.0,7992.0
-13156.0,-9924.0,2848.0,-542.0,-5863.0,3991.0,-7232.0,-11688.0,6884.0,-2619.0,-1496.0,8372.0,9060.0,-4788.0,436.0,7432.0,952.0,11617.0
-15328.0,-9540.0,2792.0,737.0,-11858.0,6719.0,-8584.0,-8760.0,8852.0,2317.0,-472.0,12009.0,9284.0,-9300.0,112.0,7653.0,2258.0,15416.0
-14540.0,-7252.0,4156.0,2318.0,-11831.0,8944.0,-14484.0,-156.0,9984.0,5324.0,-539.0,13132.0,11612.0,-15708.0,1844.0,5687.0,3789.0,14906.0
-14588.0,-5640.0,5680.0,2826.0,-10190.0,8230.0,-16744.0,4264.0,10896.0,7510.0,-168.0,10469.0,12084.0,-17872.0,2988.0,5859.0,4535.0,12150.0
-14384.0,-2248.0,7452.0,4118.0,-4747.0,4916.0,-16516.0,6440.0,14400.0,2472.0,-1676.0,7801.0,6452.0,-32768.0,14708.0,32767.0,-29398.0,-7007.0
