0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-11476.0,-8588.0,-9992.0,-6747.0,-8555.0,467.0,-5236.0,-11764.0,12588.0,981.0,-6023.0,15714.0,13608.0,12216.0,2044.0,7605.0,6163.0,11019.0
-11768.0,-8144.0,-8892.0,-5841.0,-7396.0,-53.0,-8792.0,-6072.0,14560.0,887.0,-6628.0,14069.0,15444.0,10532.0,1868.0,6484.0,6820.0,9672.0
-11308.0,-8392.0,-8792.0,-4737.0,-5950.0,-160.0,-6924.0,-5640.0,14424.0,219.0,-4746.0,10638.0,14232.0,10540.0,1772.0,4007.0,5876.0,7625.0
-11456.0,-7416.0,-7572.0,-978.0,-1931.0,206.0,-8328.0,-6076.0,15456.0,1165.0,-1913.0,8739.0,15088.0,11012.0,1264.0,2215.0,5421.0,6297.0
-11224.0,-8312.0,-8624.0,-1315.0,-2475.0,-38.0,-7328.0,-6852.0,15360.0,-1.0,-1346.0,5409.0,14208.0,10500.0,3240.0,639.0,4273.0,5096.0
-11964.0,-8044.0,-8140.0,-4210.0,-738.0,-580.0,-2860.0,-9688.0,14872.0,-841.0,-405.0,5176.0,12108.0,10300.0,5228.0,-68.0,4275.0,5235.0
-10960.0,-7900.0,-7384.0,-137.0,-466.0,-24.0,-2360.0,-8220.0,16888.0,-1128.0,-245.0,8780.0,12172.0,10408.0,8304.0,3800.0,5227.0,6383.0
-11096.0,-9356.0,-7412.0,-10096.0,952.0,-2978.0,-6276.0,-7680.0,14056.0,-2067.0,1043.0,8584.0,13396.0,11412.0,3452.0,7331.0,2782.0,6615.0
-10716.0,-10648.0,-8092.0,-11093.0,-3156.0,-966.0,-7132.0,-8784.0,11652.0,1258.0,234.0,6560.0,13336.0,11416.0,2412.0,5068.0,3367.0,5612.0
-10860.0,-8924.0,-8756.0,-4892.0,-872.0,-1359.0,-8184.0,-8396.0,12720.0,709.0,-841.0,4564.0,13992.0,11272.0,1188.0,3429.0,3153.0,4815.0
