0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-2264.0,-12428.0,11068.0,270.0,122.0,422.0,4840.0,6740.0,14576.0,-145.0,564.0,-499.0,7316.0,-1560.0,14284.0,-707.0,225.0,176.0
-2320.0,-12436.0,11028.0,521.0,500.0,367.0,5088.0,6064.0,14476.0,-541.0,-38.0,-506.0,7100.0,-1492.0,14012.0,-1058.0,387.0,6.0
-2480.0,-12436.0,11192.0,794.0,436.0,208.0,4788.0,6072.0,13824.0,-234.0,-128.0,-555.0,6992.0,-1364.0,13984.0,-826.0,587.0,48.0
-2548.0,-12220.0,11036.0,347.0,149.0,-77.0,5124.0,6216.0,14632.0,-51.0,-154.0,-397.0,7180.0,-1472.0,14536.0,-765.0,824.0,-13.0
-2040.0,-12340.0,11092.0,226.0,119.0,25.0,5480.0,5988.0,14812.0,-459.0,-475.0,-149.0,7176.0,-1400.0,15212.0,-65.0,629.0,-156.0
-2472.0,-12260.0,11116.0,-307.0,-104.0,-98.0,5288.0,6152.0,15060.0,-899.0,-686.0,356.0,7004.0,-1280.0,14692.0,-14.0,536.0,-16.0
-2316.0,-12352.0,11060.0,-634.0,-171.0,-84.0,5324.0,6044.0,14544.0,-743.0,-518.0,662.0,6896.0,-1220.0,14356.0,419.0,586.0,-39.0
-2180.0,-12288.0,10876.0,-700.0,-209.0,-138.0,5176.0,6400.0,14452.0,-923.0,-546.0,578.0,6932.0,-1268.0,14372.0,488.0,632.0,-32.0
-2220.0,-12340.0,10848.0,-601.0,-206.0,-176.0,5352.0,6048.0,14568.0,-1010.0,-692.0,586.0,6900.0,-1200.0,14076.0,471.0,590.0,103.0
-2240.0,-12264.0,10864.0,-604.0,-294.0,-148.0,5284.0,6152.0,14388.0,-837.0,-432.0,522.0,6904.0,-1316.0,14144.0,443.0,713.0,-19.0
-2152.0,-12372.0,10860.0,-511.0,-240.0,-99.0,5280.0,6496.0,14740.0,-885.0,-293.0,330.0,6772.0,-1164.0,14044.0,84.0,693.0,38.0
-2144.0,-12432.0,10912.0,-284.0,-115.0,-5.0,5380.0,6032.0,14356.0,-792.0,-213.0,218.0,6788.0,-1156.0,14164.0,14.0,664.0,160.0
-2176.0,-12528.0,10936.0,-117.0,-174.0,91.0,5432.0,5868.0,14100.0,-517.0,-294.0,312.0,6776.0,-1148.0,14236.0,-201.0,695.0,247.0
-2268.0,-12252.0,10876.0,-133.0,-288.0,60.0,5352.0,6176.0,14392.0,-372.0,-308.0,346.0,6892.0,-1196.0,14628.0,-66.0,653.0,327.0
-2172.0,-12172.0,10920.0,-241.0,-321.0,34.0,5348.0,6476.0,14756.0,-695.0,-265.0,518.0,7012.0,-1340.0,14516.0,102.0,606.0,227.0
-2148.0,-12172.0,11068.0,-387.0,-300.0,-93.0,5144.0,6368.0,14304.0,-893.0,-371.0,538.0,6984.0,-1472.0,14288.0,228.0,583.0,240.0
-2292.0,-12168.0,11088.0,-450.0,-257.0,-73.0,5076.0,6376.0,14140.0,-762.0,-536.0,494.0,6948.0,-1332.0,14244.0,342.0,516.0,130.0
-2304.0,-12148.0,10864.0,-493.0,-329.0,-152.0,5204.0,6348.0,14372.0,-801.0,-596.0,546.0,6892.0,-1460.0,13964.0,305.0,666.0,178.0
-2240.0,-12072.0,10908.0,-552.0,-404.0,-299.0,5256.0,6112.0,14208.0,-948.0,-569.0,632.0,6876.0,-1300.0,14356.0,512.0,862.0,101.0
-2272.0,-11936.0,10708.0,-780.0,-527.0,-482.0,5200.0,6036.0,14140.0,-1134.0,-779.0,866.0,6812.0,-1048.0,14544.0,1042.0,735.0,85.0
-2300.0,-11908.0,10736.0,-1113.0,-771.0,-523.0,5676.0,5728.0,14440.0,-1334.0,-902.0,1246.0,6912.0,-1144.0,14728.0,1584.0,539.0,308.0
-2124.0,-11872.0,10680.0,-1480.0,-1057.0,-659.0,5316.0,6072.0,14140.0,-1711.0,-942.0,1723.0,6616.0,-960.0,14388.0,2059.0,587.0,204.0
-1952.0,-11824.0,10816.0,-1606.0,-1135.0,-716.0,5232.0,6508.0,14288.0,-1962.0,-905.0,1802.0,6988.0,-1232.0,14612.0,2786.0,48.0,615.0
-2000.0,-11816.0,10820.0,-1991.0,-1091.0,-755.0,5628.0,6344.0,14768.0,-2656.0,-1098.0,1852.0,6340.0,92.0,14720.0,3669.0,-109.0,523.0
-1872.0,-11912.0,10616.0,-1685.0,-1310.0,-504.0,6704.0,5952.0,16412.0,-3662.0,-299.0,2195.0,5848.0,1944.0,18884.0,5837.0,-2385.0,2530.0
-2264.0,-11448.0,10660.0,-3046.0,-2045.0,-22.0,9060.0,6000.0,21004.0,-6421.0,1712.0,4000.0,6980.0,3852.0,20676.0,11226.0,-6443.0,5656.0
-1592.0,-11768.0,10752.0,-5982.0,-1872.0,1330.0,9076.0,5980.0,20284.0,-11457.0,2523.0,6454.0,7100.0,2636.0,23504.0,15394.0,-10691.0,8773.0
-1960.0,-11692.0,9856.0,-10502.0,-3485.0,414.0,9728.0,6444.0,21660.0,-17419.0,3753.0,8800.0,4980.0,4740.0,22244.0,21671.0,-12632.0,12321.0
-2732.0,-12984.0,8952.0,-15846.0,-4082.0,379.0,11368.0,2700.0,20152.0,-23168.0,3968.0,12577.0,7024.0,4248.0,22184.0,27623.0,-14769.0,15194.0
-2120.0,-13844.0,8188.0,-22677.0,-6660.0,490.0,13788.0,244.0,21444.0,-27015.0,3593.0,18174.0,5008.0,8372.0,27644.0,32767.0,-15088.0,21133.0
-388.0,-15224.0,6384.0,-30228.0,-9202.0,830.0,14624.0,1268.0,22748.0,-32768.0,3015.0,24095.0,8036.0,4300.0,24504.0,32767.0,-18377.0,24332.0
424.0,-19616.0,4900.0,-32768.0,-9627.0,1098.0,14172.0,-428.0,20440.0,-32768.0,1061.0,27793.0,10780.0,13444.0,26732.0,32767.0,-17946.0,26155.0
3280.0,-21692.0,4292.0,-32768.0,-10357.0,1218.0,15180.0,-1532.0,21324.0,-32768.0,679.0,29860.0,9552.0,6544.0,24508.0,32767.0,-20420.0,21642.0
2712.0,-23904.0,1776.0,-32768.0,-12701.0,2292.0,16416.0,-4380.0,21024.0,-32768.0,950.0,31765.0,8708.0,7960.0,16428.0,32767.0,-19405.0,19097.0
2248.0,-28496.0,144.0,-32768.0,-10131.0,5615.0,17884.0,-10108.0,19108.0,-32768.0,4573.0,29242.0,-1032.0,21196.0,6132.0,32767.0,-17335.0,27293.0
-368.0,-31272.0,-3544.0,-24288.0,-15400.0,12670.0,21704.0,-18896.0,14652.0,-28378.0,13059.0,29426.0,3148.0,8480.0,-164.0,29041.0,-14902.0,32767.0
3748.0,-26244.0,-1296.0,-18941.0,-21850.0,18942.0,22112.0,-20792.0,11076.0,-18392.0,16954.0,32767.0,3276.0,17444.0,4632.0,23640.0,-12752.0,32767.0
3468.0,-25312.0,-1184.0,-14268.0,-23892.0,25767.0,17464.0,-15556.0,8876.0,-8902.0,16248.0,32767.0,6708.0,9204.0,1728.0,15582.0,-9295.0,32767.0
1360.0,-22184.0,128.0,-10148.0,-23228.0,31301.0,11824.0,-10704.0,7964.0,5146.0,16944.0,32767.0,9168.0,1724.0,1236.0,8904.0,-7629.0,32767.0
656.0,-17092.0,640.0,-5904.0,-22614.0,31238.0,7516.0,-3872.0,7520.0,12832.0,16156.0,32767.0,10984.0,4528.0,12088.0,6600.0,-8647.0,32767.0
-612.0,-13592.0,-2152.0,-5336.0,-22832.0,29636.0,5572.0,-4464.0,4968.0,10959.0,11953.0,32767.0,9184.0,1332.0,7560.0,9217.0,-9274.0,32767.0
124.0,-12004.0,-256.0,-4210.0,-23517.0,27787.0,6584.0,-308.0,9184.0,10359.0,10052.0,32767.0,6352.0,780.0,1868.0,14623.0,-10601.0,32767.0
-1600.0,-10444.0,8.0,1750.0,-24893.0,23495.0,876.0,2400.0,7740.0,6994.0,12641.0,32767.0,8644.0,-6784.0,1408.0,13856.0,-10823.0,32767.0
-2404.0,-11348.0,468.0,961.0,-21609.0,18973.0,-8328.0,6016.0,-1112.0,12368.0,14105.0,28675.0,10948.0,-11160.0,292.0,11381.0,-4947.0,32767.0
-3904.0,-7712.0,2624.0,3292.0,-19249.0,14595.0,-9844.0,6872.0,3880.0,14155.0,11184.0,21827.0,11940.0,-10392.0,7728.0,11021.0,-2324.0,31121.0
-4884.0,-6280.0,3944.0,2311.0,-17297.0,10995.0,-5032.0,5480.0,10564.0,7415.0,6728.0,18671.0,10664.0,-9724.0,9912.0,12525.0,-3628.0,26559.0
-4956.0,-7248.0,6808.0,-501.0,-14280.0,8856.0,-4916.0,6948.0,13408.0,-670.0,1029.0,18260.0,11168.0,-13012.0,8796.0,13042.0,-4082.0,18050.0
-6384.0,-7100.0,7752.0,-2414.0,-12827.0,6469.0,-6244.0,7432.0,12572.0,-3535.0,-82.0,15838.0,6740.0,-10288.0,5256.0,12293.0,-4915.0,16764.0
-6896.0,-8168.0,9648.0,-2768.0,-11536.0,5678.0,-6808.0,7028.0,12684.0,-3866.0,44.0,12771.0,7748.0,-14588.0,4296.0,9456.0,-2746.0,12672.0
-7272.0,-9188.0,10728.0,-1802.0,-10475.0,4287.0,-7796.0,6980.0,11712.0,-1620.0,-398.0,9476.0,7008.0,-11564.0,6720.0,6072.0,510.0,8944.0
-7248.0,-9076.0,12240.0,-387.0,-9311.0,3894.0,-4716.0,4740.0,13492.0,4643.0,5031.0,6832.0,6548.0,-11572.0,5296.0,4368.0,2544.0,7591.0
-8236.0,-9412.0,11548.0,2403.0,-5640.0,4146.0,-5852.0,5420.0,15640.0,2504.0,4009.0,5047.0,8200.0,-10452.0,8396.0,1632.0,4054.0,7863.0
-8116.0,-10116.0,10384.0,4055.0,-4212.0,3576.0,-7348.0,4216.0,14440.0,2861.0,3843.0,3072.0,9212.0,-8356.0,9292.0,2497.0,5008.0,7062.0
-8708.0,-11008.0,9564.0,5776.0,-3843.0,2929.0,-5616.0,1840.0,16472.0,1740.0,2135.0,2004.0,11052.0,-8972.0,9596.0,2130.0,4848.0,8157.0
-8664.0,-12744.0,7888.0,6872.0,-3813.0,2882.0,-3972.0,-1768.0,17480.0,661.0,2233.0,1278.0,9476.0,-3740.0,5576.0,3798.0,5493.0,10518.0
-8812.0,-14612.0,6168.0,9791.0,-4314.0,3782.0,-2204.0,-6900.0,15644.0,3509.0,5058.0,1273.0,10492.0,-3944.0,4644.0,2923.0,7212.0,14205.0
-8628.0,-16652.0,5620.0,11942.0,-4858.0,5820.0,-3248.0,-7920.0,14924.0,8329.0,7673.0,1648.0,22516.0,-25184.0,23040.0,-4734.0,-4533.0,6729.0
-10072.0,-11320.0,11256.0,1050.0,-5698.0,3041.0,-8420.0,10476.0,28316.0,10480.0,5475.0,6073.0,20972.0,-28824.0,25376.0,-12237.0,1713.0,-27040.0
-8936.0,-9568.0,18092.0,-8277.0,19.0,224.0,-13356.0,23848.0,32767.0,-4895.0,2830.0,280.0,10288.0,-7408.0,14420.0,492.0,-1682.0,-20250.0
-8112.0,-10824.0,16076.0,-2886.0,2994.0,1209.0,-7728.0,7848.0,18440.0,-12103.0,1894.0,-6175.0,5840.0,-1792.0,8776.0,-5631.0,-804.0,-3943.0
-8780.0,-13584.0,13252.0,4786.0,7323.0,3684.0,-4156.0,-1740.0,13572.0,-2288.0,6621.0,-6844.0,7264.0,-3284.0,7192.0,-3344.0,2514.0,1621.0
-9852.0,-13340.0,8908.0,7811.0,5603.0,5222.0,-1212.0,-8228.0,15324.0,3930.0,8902.0,-4457.0,10276.0,-4312.0,8432.0,-3129.0,2217.0,6474.0
-9692.0,-13792.0,5344.0,8619.0,2523.0,5560.0,-3768.0,-7556.0,14724.0,5758.0,9554.0,-1005.0,13404.0,-6768.0,6876.0,-2904.0,4721.0,5282.0
-9364.0,-12812.0,5300.0,8071.0,1220.0,5049.0,-7772.0,-3616.0,12356.0,8071.0,9006.0,-322.0,15384.0,-7436.0,8440.0,-3842.0,5390.0,3093.0
-9008.0,-10596.0,5632.0,5832.0,1119.0,4242.0,-8440.0,-352.0,14632.0,8019.0,6957.0,-984.0,14348.0,-7380.0,8716.0,-4796.0,4719.0,2767.0
-9092.0,-9072.0,6440.0,4452.0,1536.0,3366.0,-7428.0,-1044.0,12484.0,6837.0,5240.0,-1073.0,12336.0,-6548.0,8460.0,-5121.0,3967.0,2682.0
-9244.0,-8240.0,7304.0,4622.0,1621.0,2461.0,-8940.0,524.0,9500.0,8740.0,4660.0,-726.0,10924.0,-6460.0,8376.0,-4810.0,3157.0,3564.0
-8960.0,-6612.0,6316.0,5853.0,1890.0,2056.0,-7776.0,816.0,10284.0,7705.0,2364.0,-1871.0,10984.0,-5120.0,9784.0,-3226.0,3180.0,2718.0
-8968.0,-6528.0,7076.0,5882.0,1466.0,1702.0,-6656.0,1232.0,13208.0,5410.0,212.0,8.0,9660.0,-6164.0,9060.0,-3328.0,68.0,6096.0
-8836.0,-6944.0,6240.0,5291.0,837.0,870.0,-7248.0,948.0,12616.0,3802.0,-85.0,155.0,10352.0,-8864.0,6048.0,-2937.0,-930.0,8188.0
-8904.0,-6868.0,7700.0,3246.0,1210.0,5.0,-8652.0,3704.0,14696.0,913.0,-1966.0,-162.0,14064.0,-12404.0,8232.0,-2246.0,-4206.0,10138.0
-9412.0,-7084.0,8316.0,-30.0,1747.0,-1772.0,-9936.0,5624.0,14820.0,-1733.0,-4020.0,-1043.0,11984.0,-13120.0,9712.0,-3045.0,-2279.0,5460.0
-9316.0,-7156.0,9820.0,-2775.0,3107.0,-3381.0,-10648.0,6060.0,13076.0,-3156.0,-6029.0,-2144.0,13048.0,-19092.0,6700.0,-3206.0,-3638.0,413.0
